city,zip,state
Kirchhaslach,87755,Bayern
Kirchheilingen,99947,Thüringen
Kirchheim,97268,Bayern
Kirchheim,36275,Hessen
Kirchheim am Neckar,74366,Baden-Württemberg
Kirchheim am Ries,73467,Baden-Württemberg
Kirchheim an der Weinstraße,67281,Rheinland-Pfalz
Kirchheim bei München,85551,Bayern
Kirchheimbolanden,67292,Rheinland-Pfalz
Kirchheim in Schwaben,87757,Bayern
Kirchheim unter Teck,73230,Baden-Württemberg
Kirchhundem,57399,Nordrhein-Westfalen
Kirch Jesar,19230,Mecklenburg-Vorpommern
Kirchlauter,96166,Bayern
Kirchlengern,32278,Nordrhein-Westfalen
Kirchlinteln,27308,Niedersachsen
Kirchnüchel,23714,Schleswig-Holstein
Kirchroth,94356,Bayern
Kirchsahr,53505,Rheinland-Pfalz
Kirchseelte,27243,Niedersachsen
Kirchseeon,85614,Bayern
Kirchspiel Garding,25836,Schleswig-Holstein
Kirchtimke,27412,Niedersachsen
Kirchwald,56729,Rheinland-Pfalz
Kirchwalsede,27386,Niedersachsen
Kirchweidach,84558,Bayern
Kirchweiler,54570,Rheinland-Pfalz
Kirchworbis,37339,Thüringen
Kirchzarten,79199,Baden-Württemberg
Kirchzell,63931,Bayern
Kirf,54441,Rheinland-Pfalz
Kirkel,66459,Saarland
Kirn,55606,Rheinland-Pfalz
Kirrweiler,67744,Rheinland-Pfalz
Kirrweiler,67489,Rheinland-Pfalz
Kirsbach,53539,Rheinland-Pfalz
Kirschkau,07919,Thüringen
Kirschroth,55566,Rheinland-Pfalz
Kirschweiler,55743,Rheinland-Pfalz
Kirtorf,36320,Hessen
Kisdorf,24629,Schleswig-Holstein
Kisselbach,56291,Rheinland-Pfalz
Kissenbrück,38324,Niedersachsen
Kissing,86438,Bayern
Kißlegg,88353,Baden-Württemberg
Kist,97270,Bayern
Kittendorf,17153,Mecklenburg-Vorpommern
Kittlitz,23911,Schleswig-Holstein
Kitzingen,97318,Bayern
Kitzscher,04567,Sachsen
Klamp,24321,Schleswig-Holstein
Klanxbüll,25924,Schleswig-Holstein
Klappholz,24860,Schleswig-Holstein
Klausdorf,18445,Mecklenburg-Vorpommern
Klausen,54524,Rheinland-Pfalz
Kleinaitingen,86507,Bayern
Klein Barkau,24245,Schleswig-Holstein
Klein Belitz,18246,Mecklenburg-Vorpommern
Klein Bennebek,24848,Schleswig-Holstein
Klein Bennebek,24863,Schleswig-Holstein
Klein Berßen,49777,Niedersachsen
Kleinblittersdorf,66271,Saarland
Kleinbockedra,07646,Thüringen
Kleinbundenbach,66501,Rheinland-Pfalz
Klein Bünzow,17390,Mecklenburg-Vorpommern
Kleinebersdorf,07646,Thüringen
Kleines Wiesental,79692,Baden-Württemberg
Kleineutersdorf,07768,Thüringen
Kleinfischlingen,67483,Rheinland-Pfalz
Kleinfurra,99735,Thüringen
Klein Gladebrügge,23795,Schleswig-Holstein
Kleinheubach,63924,Bayern
Kleinich,54483,Rheinland-Pfalz
Kleinkahl,63828,Bayern
Kleinkarlbach,67271,Rheinland-Pfalz
Kleinlangenfeld,54597,Rheinland-Pfalz
Kleinlangheim,97355,Bayern
Kleinmachnow,14532,Brandenburg
Kleinmaischeid,56271,Rheinland-Pfalz
Klein Meckelsen,27419,Niedersachsen
Kleinmölsen,99198,Thüringen
Kleinneuhausen,99625,Thüringen
Kleinniedesheim,67259,Rheinland-Pfalz
Klein Nordende,25336,Schleswig-Holstein
Klein Offenseth-Sparrieshoop,25365,Schleswig-Holstein
Kleinostheim,63801,Bayern
Klein Pampau,21514,Schleswig-Holstein
Klein Rheide,24848,Schleswig-Holstein
Kleinrinderfeld,97271,Bayern
Klein Rogahn,19073,Mecklenburg-Vorpommern
Klein Rönnau,23795,Schleswig-Holstein
Kleinschwabhausen,99441,Thüringen
Kleinsendelbach,91077,Bayern
Kleinsteinhausen,66484,Rheinland-Pfalz
Klein Trebbow,19069,Mecklenburg-Vorpommern
Klein Upahl,18276,Mecklenburg-Vorpommern
Klein Vielen,17237,Mecklenburg-Vorpommern
Kleinwallstadt,63839,Bayern
Klein Wesenberg,23860,Schleswig-Holstein
Klein-Winternheim,55270,Rheinland-Pfalz
Klein Wittensee,24361,Schleswig-Holstein
Klein Zecher,23883,Schleswig-Holstein
Klempau,23628,Schleswig-Holstein
Kleßen-Görne,14728,Brandenburg
Kletkamp,24327,Schleswig-Holstein
Klettbach,99102,Thüringen
Klettgau,79771,Baden-Württemberg
Kletzin,17111,Mecklenburg-Vorpommern
Kleve,47533,Nordrhein-Westfalen
Kleve,25554,Schleswig-Holstein
Kleve,25776,Schleswig-Holstein
Kleve,25779,Schleswig-Holstein
Kliding,56825,Rheinland-Pfalz
Klietz,39524,Sachsen-Anhalt
Klingelbach,56368,Rheinland-Pfalz
Klingenberg,01774,Sachsen
Klingenberg am Main,63911,Bayern
Klingenmünster,76889,Rheinland-Pfalz
Klingenthal,08248,Sachsen
Klingenthal,08267,Sachsen
Klink,17192,Mecklenburg-Vorpommern
Klinkrade,23898,Schleswig-Holstein
Klipphausen,01665,Sachsen
Klixbüll,25899,Schleswig-Holstein
Klocksin,17194,Mecklenburg-Vorpommern
Klosterkumbd,55469,Rheinland-Pfalz
Klosterlechfeld,86836,Bayern
Kloster Lehnin,14797,Brandenburg
Klostermansfeld,06308,Sachsen-Anhalt
Kloster Tempzin,19412,Mecklenburg-Vorpommern
Kloster Veßra,98660,Thüringen
Klotten,56818,Rheinland-Pfalz
Klötze,38486,Sachsen-Anhalt
Kludenbach,55481,Rheinland-Pfalz
Kluis,18569,Mecklenburg-Vorpommern
Kluse,26892,Niedersachsen
Klüsserath,54340,Rheinland-Pfalz
Klütz,23946,Mecklenburg-Vorpommern
Klütz,23948,Mecklenburg-Vorpommern
Kneese,19205,Mecklenburg-Vorpommern
Kneitlingen,38170,Niedersachsen
Knetzgau,97478,Bayern
Knittelsheim,76879,Rheinland-Pfalz
Knittlingen,75438,Baden-Württemberg
Knopp-Labach,66917,Rheinland-Pfalz
Knöringen,76833,Rheinland-Pfalz
Knorrendorf,17091,Mecklenburg-Vorpommern
Knüllwald,34593,Hessen
Koberg,23881,Schleswig-Holstein
Kobern-Gondorf,56330,Rheinland-Pfalz
Koblentz,17309,Mecklenburg-Vorpommern
Koblenz,56068,Rheinland-Pfalz
Koblenz,56070,Rheinland-Pfalz
Koblenz,56072,Rheinland-Pfalz
Koblenz,56073,Rheinland-Pfalz
Koblenz,56075,Rheinland-Pfalz
Koblenz,56076,Rheinland-Pfalz
Koblenz,56077,Rheinland-Pfalz
Kobrow,19406,Mecklenburg-Vorpommern
Kochel am See,82431,Bayern
Kochel am See,82432,Bayern
Kodersdorf,02923,Sachsen
Köditz,95189,Bayern
Ködnitz,95361,Bayern
Köfering,93096,Bayern
Kogel,19246,Mecklenburg-Vorpommern
Kohlberg,92702,Bayern
Kohlberg,72664,Baden-Württemberg
Köhn,24257,Schleswig-Holstein
Kolbermoor,83059,Bayern
Kolbingen,78600,Baden-Württemberg
Kölbingen,56459,Rheinland-Pfalz
Koldenbüttel,25840,Schleswig-Holstein
Kolitzheim,97509,Bayern
Kolkerheide,25862,Schleswig-Holstein
Kolkwitz,03099,Brandenburg
Kölleda,99625,Thüringen
Kollig,56751,Rheinland-Pfalz
Kollmar,25377,Schleswig-Holstein
Kollmoor,25524,Schleswig-Holstein
Kollnburg,94262,Bayern
Kölln-Reisiek,25337,Schleswig-Holstein
Kollow,21527,Schleswig-Holstein
Kollweiler,66879,Rheinland-Pfalz
Köln,50667,Nordrhein-Westfalen
Köln,50668,Nordrhein-Westfalen
Köln,50670,Nordrhein-Westfalen
Köln,50672,Nordrhein-Westfalen
Köln,50674,Nordrhein-Westfalen
Köln,50676,Nordrhein-Westfalen
Köln,50677,Nordrhein-Westfalen
Köln,50678,Nordrhein-Westfalen
Köln,50679,Nordrhein-Westfalen
Köln,50733,Nordrhein-Westfalen
Köln,50735,Nordrhein-Westfalen
Köln,50737,Nordrhein-Westfalen
Köln,50739,Nordrhein-Westfalen
Köln,50765,Nordrhein-Westfalen
Köln,50767,Nordrhein-Westfalen
Köln,50769,Nordrhein-Westfalen
Köln,50823,Nordrhein-Westfalen
Köln,50825,Nordrhein-Westfalen
Köln,50827,Nordrhein-Westfalen
Köln,50829,Nordrhein-Westfalen
Köln,50858,Nordrhein-Westfalen
Köln,50859,Nordrhein-Westfalen
Köln,50931,Nordrhein-Westfalen
Köln,50933,Nordrhein-Westfalen
Köln,50935,Nordrhein-Westfalen
Köln,50937,Nordrhein-Westfalen
Köln,50939,Nordrhein-Westfalen
Köln,50968,Nordrhein-Westfalen
Köln,50969,Nordrhein-Westfalen
Köln,50996,Nordrhein-Westfalen
Köln,50997,Nordrhein-Westfalen
Köln,50999,Nordrhein-Westfalen
Köln,51061,Nordrhein-Westfalen
Köln,51063,Nordrhein-Westfalen
Köln,51065,Nordrhein-Westfalen
Köln,51067,Nordrhein-Westfalen
Köln,51069,Nordrhein-Westfalen
Köln,51103,Nordrhein-Westfalen
Köln,51105,Nordrhein-Westfalen
Köln,51107,Nordrhein-Westfalen
Köln,51109,Nordrhein-Westfalen
Köln,51143,Nordrhein-Westfalen
Köln,51145,Nordrhein-Westfalen
Köln,51147,Nordrhein-Westfalen
Köln,51149,Nordrhein-Westfalen
Köln,51467,Nordrhein-Westfalen
Kolverath,56767,Rheinland-Pfalz
Kommen,54472,Rheinland-Pfalz
Köngen,73257,Baden-Württemberg
Köngernheim,55278,Rheinland-Pfalz
Königheim,97953,Baden-Württemberg
Königsau,55606,Rheinland-Pfalz
Königsbach-Stein,75203,Baden-Württemberg
Königsberg in Bayern,97486,Bayern
Königsbronn,89551,Baden-Württemberg
Königsbrück,01936,Sachsen
Königsbrunn,86343,Bayern
Königsdorf,82549,Bayern
Königsee,07426,Thüringen
Königseggwald,88376,Baden-Württemberg
Königsfeld,09306,Sachsen
Königsfeld,53426,Rheinland-Pfalz
Königsfeld,96167,Bayern
Königsfeld,19217,Mecklenburg-Vorpommern
Königsfeld im Schwarzwald,78126,Baden-Württemberg
Königshain,02829,Sachsen
Königshain-Wiederau,09306,Sachsen
Königsheim,78598,Baden-Württemberg
Königshügel,24799,Schleswig-Holstein
Königslutter am Elm,38154,Niedersachsen
Königsmoor,21255,Niedersachsen
Königsmoos,86669,Bayern
Königstein,61462,Hessen
Königstein,01824,Sachsen
Königstein,92281,Bayern
Königswalde,09471,Sachsen
Königswartha - Rakecy,02699,Sachsen
Königswinter,53639,Nordrhein-Westfalen
Königs Wusterhausen,15711,Brandenburg
Königs Wusterhausen,15712,Brandenburg
Königs Wusterhausen,15713,Brandenburg
Konken,66871,Rheinland-Pfalz
Könnern,06420,Sachsen-Anhalt
Konnersreuth,95692,Bayern
Konradsreuth,95176,Bayern
Konstanz,78462,Baden-Württemberg
Konstanz,78464,Baden-Württemberg
Konstanz,78465,Baden-Württemberg
Konstanz,78467,Baden-Württemberg
Konz,54329,Rheinland-Pfalz
Konzell,94357,Bayern
Kopp,54574,Rheinland-Pfalz
Korb,71404,Baden-Württemberg
Korbach,34497,Hessen
Korbach,34513,Hessen
Körborn,66871,Rheinland-Pfalz
Korbußen,07554,Thüringen
Kordel,54306,Rheinland-Pfalz
Kördorf,56370,Rheinland-Pfalz
Körle,34327,Hessen
Korlingen,54317,Rheinland-Pfalz
Körner,99998,Thüringen
Korntal-Münchingen,70825,Baden-Württemberg
Kornwestheim,70806,Baden-Württemberg
Körperich,54675,Rheinland-Pfalz
Korschenbroich,41352,Nordrhein-Westfalen
Korswandt,17419,Mecklenburg-Vorpommern
Korweiler,56288,Rheinland-Pfalz
Kösching,85092,Bayern
Kosel,24354,Schleswig-Holstein
Koserow,17459,Mecklenburg-Vorpommern
Kospoda,07806,Thüringen
Kößlarn,94149,Bayern
Köthel,22929,Schleswig-Holstein
Köthel,22929,Schleswig-Holstein
Köthen (Anhalt),06366,Sachsen-Anhalt
Köthen (Anhalt),06369,Sachsen-Anhalt
Köthen (Anhalt),06388,Sachsen-Anhalt
Kottenborn,53518,Rheinland-Pfalz
Kottenheim,56736,Rheinland-Pfalz
Kötterichen,56767,Rheinland-Pfalz
Kottgeisering,82288,Bayern
Kottmar,02708,Sachsen
Kottmar,02739,Sachsen
Kottweiler-Schwanden,66879,Rheinland-Pfalz
Kötz,89359,Bayern
Kotzen,14715,Brandenburg
Kotzenbüll,25832,Schleswig-Holstein
Köwerich,54340,Rheinland-Pfalz
Koxhausen,54673,Rheinland-Pfalz
Kraam,57635,Rheinland-Pfalz
Krackow,17322,Mecklenburg-Vorpommern
Krackow,17328,Mecklenburg-Vorpommern
Krackow,17329,Mecklenburg-Vorpommern
Kradenbach,54552,Rheinland-Pfalz
Kraftisried,87647,Bayern
Kraftsdorf,07586,Thüringen
Krähenberg,66894,Rheinland-Pfalz
Kraiburg,84559,Bayern
Kraichtal,76703,Baden-Württemberg
Krailling,82152,Bayern
Krailling,82349,Bayern
Krakow am See,18292,Mecklenburg-Vorpommern
Kramerhof,18445,Mecklenburg-Vorpommern
Kranenburg,47559,Nordrhein-Westfalen
Kranenburg,21726,Niedersachsen
Kranichfeld,99448,Thüringen
Kranzberg,85402,Bayern
Kratzeburg,17237,Mecklenburg-Vorpommern
Kratzenburg,56283,Rheinland-Pfalz
Krauchenwies,72505,Baden-Württemberg
Krauschwitz - Krušwica,02957,Sachsen
Krausnick-Groß Wasserburg,15910,Brandenburg
Krauthausen,99819,Thüringen
Krautheim,74238,Baden-Württemberg
Krautscheid,54673,Rheinland-Pfalz
Krayenberggemeinde,36460,Thüringen
Kreba-Neudorf - Chrjebja-Nowa Wjes,02906,Sachsen
Krebeck,37434,Niedersachsen
Krefeld,47798,Nordrhein-Westfalen
Krefeld,47799,Nordrhein-Westfalen
Krefeld,47800,Nordrhein-Westfalen
Krefeld,47802,Nordrhein-Westfalen
Krefeld,47803,Nordrhein-Westfalen
Krefeld,47804,Nordrhein-Westfalen
Krefeld,47805,Nordrhein-Westfalen
Krefeld,47807,Nordrhein-Westfalen
Krefeld,47809,Nordrhein-Westfalen
Krefeld,47829,Nordrhein-Westfalen
Krefeld,47839,Nordrhein-Westfalen
Kreien,19386,Mecklenburg-Vorpommern
Kreimbach-Kaulbach,67757,Rheinland-Pfalz
Kreischa,01731,Sachsen
Krembz,19205,Mecklenburg-Vorpommern
Kremitzaue,04916,Brandenburg
Kremitzaue,04936,Brandenburg
Kremmen,16766,Brandenburg
Kremmin,19300,Mecklenburg-Vorpommern
Krempdorf,25361,Schleswig-Holstein
Krempdorf,25376,Schleswig-Holstein
Krempe,25361,Schleswig-Holstein
Krempel,25774,Schleswig-Holstein
Kremperheide,25569,Schleswig-Holstein
Krempermoor,25569,Schleswig-Holstein
Krems II,23827,Schleswig-Holstein
Kreßberg,74594,Baden-Württemberg
Kressbronn am Bodensee,88079,Baden-Württemberg
Kretz,56630,Rheinland-Pfalz
Kretzschau,06712,Sachsen-Anhalt
Kreuth,83708,Bayern
Kreuzau,52372,Nordrhein-Westfalen
Kreuztal,57223,Nordrhein-Westfalen
Kreuzwertheim,97892,Bayern
Krickenbach,67706,Rheinland-Pfalz
Kriebitzsch,04617,Thüringen
Kriebstein,09648,Sachsen
Kriegsfeld,67819,Rheinland-Pfalz
Krien,17391,Mecklenburg-Vorpommern
Kriesow,17091,Mecklenburg-Vorpommern
Kriftel,65830,Hessen
Kritzmow,18198,Mecklenburg-Vorpommern
Kritzow,19386,Mecklenburg-Vorpommern
Krogaspe,24644,Schleswig-Holstein
Krokau,24217,Schleswig-Holstein
Krölpa,07387,Thüringen
Krombach,63829,Bayern
Krombach,37308,Thüringen
Kronach,96317,Bayern
Kronau,76709,Baden-Württemberg
Kronberg,61476,Hessen
Kronburg,87758,Bayern
Kröning,84178,Bayern
Kronprinzenkoog,25709,Schleswig-Holstein
Kronsgaard,24395,Schleswig-Holstein
Kronshagen,24119,Schleswig-Holstein
Kronsmoor,25597,Schleswig-Holstein
Kronweiler,55767,Rheinland-Pfalz
Kröpelin,18236,Mecklenburg-Vorpommern
Kropp,24848,Schleswig-Holstein
Kroppach,57612,Rheinland-Pfalz
Kröppelshagen-Fahrendorf,21039,Schleswig-Holstein
Kröppelshagen-Fahrendorf,21529,Schleswig-Holstein
Kroppen,01945,Brandenburg
Kröppen,66957,Rheinland-Pfalz
Kroppenstedt,39397,Sachsen-Anhalt
Kröslin,17440,Mecklenburg-Vorpommern
Krostitz,04509,Sachsen
Krottelbach,66909,Rheinland-Pfalz
Kröv,54536,Rheinland-Pfalz
Kruchten,54675,Rheinland-Pfalz
Kruckow,17129,Mecklenburg-Vorpommern
Kruft,56642,Rheinland-Pfalz
Krugsdorf,17309,Mecklenburg-Vorpommern
Krukow,21483,Schleswig-Holstein
Krumbach (Schwaben),86381,Bayern
Krummbek,24217,Schleswig-Holstein
Krümmel,56244,Rheinland-Pfalz
Krummenau,55483,Rheinland-Pfalz
Krummendeich,21732,Niedersachsen
Krummendiek,25554,Schleswig-Holstein
Krummennaab,92703,Bayern
Krummesse,23628,Schleswig-Holstein
Krummhörn,26736,Niedersachsen
Krummin,17440,Mecklenburg-Vorpommern
Krummwisch,24796,Schleswig-Holstein
Krumstedt,25727,Schleswig-Holstein
Krün,82467,Bayern
Krün,82493,Bayern
Krün,82494,Bayern
Krunkel,56593,Rheinland-Pfalz
Krusenfelde,17391,Mecklenburg-Vorpommern
Krusenhagen,23974,Mecklenburg-Vorpommern
Krüzen,21483,Schleswig-Holstein
Kublank,17349,Mecklenburg-Vorpommern
Kubschütz - Kubšicy,02627,Sachsen
Kuchelmiß,18292,Mecklenburg-Vorpommern
Kuchen,73329,Baden-Württemberg
Kuckssee,17217,Mecklenburg-Vorpommern
Kuddewörde,22958,Schleswig-Holstein
Kuden,25712,Schleswig-Holstein
Kudensee,25572,Schleswig-Holstein
Kuhardt,76773,Rheinland-Pfalz
Kühbach,86556,Bayern
Kühdorf,07980,Thüringen
Kuhfelde,29416,Sachsen-Anhalt
Kühlenthal,86707,Bayern
Kuhlen-Wendorf,19412,Mecklenburg-Vorpommern
Kühlungsborn,18225,Mecklenburg-Vorpommern
Kühndorf,98547,Thüringen
Kuhnhöfen,56244,Rheinland-Pfalz
Kühren,24211,Schleswig-Holstein
Kuhs,18276,Mecklenburg-Vorpommern
Kühsen,23898,Schleswig-Holstein
Kuhstorf,19230,Mecklenburg-Vorpommern
Kükels,23829,Schleswig-Holstein
Küllstedt,37359,Thüringen
Kulmain,95508,Bayern
Kulmbach,95326,Bayern
Kulmbach,96369,Bayern
Kulpin,23911,Schleswig-Holstein
Külsheim,97900,Baden-Württemberg
Külz (Hunsrück),55471,Rheinland-Pfalz
Kümbdchen,55471,Rheinland-Pfalz
Kumhausen,84036,Bayern
Kummerfeld,25495,Schleswig-Holstein
Kümmernitztal,16945,Brandenburg
Kummerow,17139,Mecklenburg-Vorpommern
Kümmersbruck,92245,Bayern
Kundert,57629,Rheinland-Pfalz
Kunreuth,91358,Bayern
Künzell,36093,Hessen
Künzelsau,74653,Baden-Württemberg
Künzing,94550,Bayern
Kupferberg,95362,Bayern
Kupferzell,74635,Baden-Württemberg
Kuppenheim,76456,Baden-Württemberg
Küps,96328,Bayern
Kürnach,97273,Bayern
Kürnbach,75057,Baden-Württemberg
Kürten,51515,Nordrhein-Westfalen
Kurtscheid,56581,Rheinland-Pfalz
Kusel,66869,Rheinland-Pfalz
Küssaberg,79790,Baden-Württemberg
Küsten,29482,Niedersachsen
Kusterdingen,72127,Baden-Württemberg
Kusterdingen,72138,Baden-Württemberg
Küstriner Vorland,15328,Brandenburg
Kutenholz,27449,Niedersachsen
Kutzenhausen,86500,Bayern
Kutzleben,99955,Thüringen
Kyffhäuserland,99707,Thüringen
Kyllburg,54655,Rheinland-Pfalz
Kyllburgweiler,54655,Rheinland-Pfalz
Kyritz,16866,Brandenburg
Laaber,93164,Bayern
Laage,18299,Mecklenburg-Vorpommern
Laar,49824,Niedersachsen
Laasdorf,07646,Thüringen
Laatzen,30880,Niedersachsen
Labenz,23898,Schleswig-Holstein
Laberweinting,84082,Bayern
Laboe,24235,Schleswig-Holstein
Lachen,87760,Bayern
Lachendorf,29331,Niedersachsen
Ladbergen,49549,Nordrhein-Westfalen
Ladelund,25926,Schleswig-Holstein
Ladenburg,68526,Baden-Württemberg
Laer,48366,Nordrhein-Westfalen
Lage,32791,Nordrhein-Westfalen
Lage,49828,Niedersachsen
Lägerdorf,25566,Schleswig-Holstein
Lähden,49774,Niedersachsen
Lahn,49757,Niedersachsen
Lahnau,35633,Hessen
Lahnstein,56112,Rheinland-Pfalz
Lahnstein,56130,Rheinland-Pfalz
Lahntal,35094,Hessen
Lahr,54675,Rheinland-Pfalz
Lahr,56288,Rheinland-Pfalz
Lahr/Schwarzwald,77933,Baden-Württemberg
Laichingen,89150,Baden-Württemberg
Lalendorf,18279,Mecklenburg-Vorpommern
Lalling,94551,Bayern
Lam,93462,Bayern
Lambertsberg,54649,Rheinland-Pfalz
Lambrecht,67466,Rheinland-Pfalz
Lambrechtshagen,18069,Mecklenburg-Vorpommern
Lambsborn,66894,Rheinland-Pfalz
Lambsheim,67245,Rheinland-Pfalz
Lamerdingen,86862,Bayern
Lammershagen,24238,Schleswig-Holstein
Lampaden,54316,Rheinland-Pfalz
Lampertheim,68623,Hessen
Lampertswalde,01561,Sachsen
Lamspringe,31195,Niedersachsen
Lamstedt,21769,Niedersachsen
Lancken-Granitz,18586,Mecklenburg-Vorpommern
Landau an der Isar,94405,Bayern
Landau in der Pfalz,76829,Rheinland-Pfalz
Landensberg,89361,Bayern
Landesbergen,31628,Niedersachsen
Landkern,56814,Rheinland-Pfalz
Landolfshausen,37136,Niedersachsen
Landrecht,25554,Schleswig-Holstein
Landsberg,06188,Sachsen-Anhalt
Landsberg am Lech,86899,Bayern
Landsberg am Lech,86932,Bayern
Landsberied,82290,Bayern
Landscheid,54526,Rheinland-Pfalz
Landscheide,25572,Schleswig-Holstein
Landshut,84028,Bayern
Landshut,84030,Bayern
Landshut,84032,Bayern
Landshut,84034,Bayern
Landshut,84036,Bayern
Landstuhl,66849,Rheinland-Pfalz
Langballig,24977,Schleswig-Holstein
Langdorf,94264,Bayern
Langeln,25485,Schleswig-Holstein
Langelsheim,38685,Niedersachsen
Langen,63225,Hessen
Langen,49838,Niedersachsen
Langenaltheim,91799,Bayern
Langenargen,88085,Baden-Württemberg
Langenau,89129,Baden-Württemberg
Langenbach,85416,Bayern
Langenbach,66909,Rheinland-Pfalz
Langenbach bei Kirburg,57520,Rheinland-Pfalz
Langenberg,33449,Nordrhein-Westfalen
Langenbernsdorf,08428,Sachsen
Langenbrettach,74243,Baden-Württemberg
Langen Brütz,19067,Mecklenburg-Vorpommern
Langenburg,74595,Baden-Württemberg
Langendorf,29484,Niedersachsen
Langenenslingen,88515,Baden-Württemberg
Langeneß,25863,Schleswig-Holstein
Langeneß,25867,Schleswig-Holstein
Langenfeld,91474,Bayern
Langenfeld,56729,Rheinland-Pfalz
Langenfeld (Rheinland),40764,Nordrhein-Westfalen
Langenhagen,30669,Niedersachsen
Langenhagen,30851,Niedersachsen
Langenhagen,30853,Niedersachsen
Langenhagen,30855,Niedersachsen
Langenhahn,56459,Rheinland-Pfalz
Langenhorn,25842,Schleswig-Holstein
Langenlehsten,21514,Schleswig-Holstein
Langenleuba-Niederhain,04618,Thüringen
Langenlonsheim,55450,Rheinland-Pfalz
Langenmosen,86571,Bayern
Langenneufnach,86863,Bayern
Langenorla,07381,Thüringen
Langenpreising,85465,Bayern
Langenscheid,65558,Rheinland-Pfalz
Langenselbold,63505,Hessen
Langensendelbach,91094,Bayern
Langenthal,55569,Rheinland-Pfalz
Langenweißbach,08134,Sachsen
Langenwetzendorf,07957,Thüringen
Langenwolschendorf,07937,Thüringen
Langenzenn,90579,Bayern
Langeoog,26465,Niedersachsen
Langerringen,86853,Bayern
Langerwehe,52379,Nordrhein-Westfalen
Langewahl,15518,Brandenburg
Langfurth,91731,Bayern
Langgöns,35428,Hessen
Langlingen,29364,Niedersachsen
Langquaid,84085,Bayern
Langscheid,56729,Rheinland-Pfalz
Langstedt,24852,Schleswig-Holstein
Langsur,54308,Rheinland-Pfalz
Langwedel,24631,Schleswig-Holstein
Langwedel,27299,Niedersachsen
Langweid am Lech,86462,Bayern
Langweiler,55758,Rheinland-Pfalz
Langweiler,67746,Rheinland-Pfalz
Langwieden,66894,Rheinland-Pfalz
Lanitz-Hassel-Tal,06628,Sachsen-Anhalt
Lankau,23881,Schleswig-Holstein
Lanz,19309,Brandenburg
Lanze,21483,Schleswig-Holstein
Lappersdorf,93138,Bayern
Lärz,17248,Mecklenburg-Vorpommern
Lasbek,23847,Schleswig-Holstein
Lascheid,54597,Rheinland-Pfalz
Lasel,54612,Rheinland-Pfalz
Lassan,17440,Mecklenburg-Vorpommern
Lastrup,49688,Niedersachsen
Latendorf,24598,Schleswig-Holstein
Lathen,49762,Niedersachsen
Laubach,35321,Hessen
Laubach,56288,Rheinland-Pfalz
Laubach,56759,Rheinland-Pfalz
Lauben,87493,Bayern
Lauben,87761,Bayern
Laubenheim,55452,Rheinland-Pfalz
Laucha an der Unstrut,06636,Sachsen-Anhalt
Lauchhammer,01979,Brandenburg
Lauchheim,73466,Baden-Württemberg
Lauchringen,79787,Baden-Württemberg
Lauda-Königshofen,97922,Baden-Württemberg
Laudenbach,69514,Baden-Württemberg
Laudenbach,63925,Bayern
Laudert,56291,Rheinland-Pfalz
Lauenau,31867,Niedersachsen
Lauenbrück,27389,Niedersachsen
Lauenburg/Elbe,21481,Schleswig-Holstein
Lauenförde,37697,Niedersachsen
Lauenhagen,31714,Niedersachsen
Lauf,77886,Baden-Württemberg
Laufach,63846,Bayern
Lauf an der Pegnitz,91207,Bayern
Laufeld,54533,Rheinland-Pfalz
Laufen,83410,Bayern
Laufenburg (Baden),79725,Baden-Württemberg
Laufersweiler,55487,Rheinland-Pfalz
Lauffen am Neckar,74348,Baden-Württemberg
Laugna,86502,Bayern
Lauingen (Donau),89415,Bayern
Laumersheim,67229,Rheinland-Pfalz
Lauperath,54649,Rheinland-Pfalz
Laupheim,88471,Baden-Württemberg
Laurenburg,56379,Rheinland-Pfalz
Lauscha,98724,Thüringen
Lauschied,55568,Rheinland-Pfalz
Lausnitz,07806,Thüringen
Laußig,04838,Sachsen
Laußig,04849,Sachsen
Laußnitz,01936,Sachsen
Lauta,02991,Sachsen
Lautenbach,77794,Baden-Württemberg
Lauter,96169,Bayern
Lauterach,89584,Baden-Württemberg
Lauterbach,36341,Hessen
Lauterbach,78730,Baden-Württemberg
Lauterbach,99826,Thüringen
Lauter-Bernsbach,08315,Sachsen
Lauterecken,67742,Rheinland-Pfalz
Lauterhofen,92283,Bayern
Lautersheim,67308,Rheinland-Pfalz
Lauterstein,73111,Baden-Württemberg
Lautert,56355,Rheinland-Pfalz
Lautertal,36369,Hessen
Lautertal,64686,Hessen
Lautertal,96486,Bayern
Lautrach,87763,Bayern
Lautzenbrücken,56472,Rheinland-Pfalz
Lautzenhausen,55483,Rheinland-Pfalz
Lawalde,02708,Sachsen
Lawitz,15898,Brandenburg
Lebach,66822,Saarland
Lebrade,24306,Schleswig-Holstein
Lebus,15326,Brandenburg
Lebusa,04936,Brandenburg
Lechbruck a.See,86983,Bayern
Leck,25917,Schleswig-Holstein
Lederhose,07589,Thüringen
Leegebruch,16767,Brandenburg
Leer,26789,Niedersachsen
Leese,31633,Niedersachsen
Leezdorf,26529,Niedersachsen
Leezen,23816,Schleswig-Holstein
Leezen,19067,Mecklenburg-Vorpommern
Legau,87764,Bayern
Legden,48739,Nordrhein-Westfalen
Legde/Quitzöbel,19336,Brandenburg
Lehe,25774,Schleswig-Holstein
Lehe,25776,Schleswig-Holstein
